26.0100,7.9860,7.8860,500.4000,0.1172,3.9810,15.4800,0.4447
25.4300,7.8480,6.7330,502.2000,0.1172,3.9810,14.7000,0.4447
24.9700,7.7700,6.0640,503.5000,0.1144,4.0440,14.5700,0.4843
24.9200,7.7880,6.3900,504.5000,0.1264,4.2260,13.3600,0.4489
25.8600,8.1140,9.6210,502.5000,0.1274,4.3320,14.0400,0.3536
26.2200,8.4640,12.6290,501.2000,0.1311,4.1370,15.7400,0.2892
25.2200,8.2090,9.9170,505.1000,0.1218,3.9780,15.4400,0.2912
24.6400,8.0140,8.3190,509.8000,0.1218,3.9780,14.1400,0.2912
23.9900,7.8760,7.1920,510.6000,0.1223,3.9390,14.0100,0.3612
24.2300,7.9050,7.6640,511.6000,0.1295,4.0180,12.9700,0.3385
25.5100,8.1880,10.7780,507.2000,0.1247,3.8660,13.0800,0.2584
25.6800,8.4680,13.0290,505.2000,0.1262,3.8770,15.9400,0.2200
24.6900,8.2060,10.1030,509.3000,0.1182,3.8120,15.4500,0.2366
24.1900,8.1600,9.3900,512.4000,0.1192,3.8360,13.5800,0.2195
23.7100,7.8690,7.1490,516.1000,0.1216,3.8540,13.6400,0.2800
23.9500,7.9590,8.0030,515.7000,0.1201,3.8850,12.7800,0.2355
25.1900,8.1490,10.2300,511.4000,0.1184,3.6410,13.4000,0.1919
25.6100,8.4410,12.5960,509.3000,0.1164,3.7270,14.7300,0.1467
24.9000,8.2390,10.4630,509.8000,0.1104,3.6860,15.2100,0.1413
24.4000,8.1220,9.0320,515.2000,0.1104,3.6860,14.1500,0.1413
24.1300,7.9950,7.9680,517.2000,0.1088,3.7360,13.3600,0.1444
24.3300,8.0250,8.3390,517.5000,0.1106,3.9460,12.4700,0.1379
25.4100,8.3400,11.5920,512.3000,0.1086,3.7650,13.6500,0.0799
25.9100,8.6200,14.5560,506.7000,0.1059,3.6180,14.6800,0.0715
25.1800,8.3650,11.0770,511.5000,0.1028,3.6870,15.0000,0.0979
24.5500,8.2160,9.7920,515.2000,0.1028,3.6870,13.5100,0.0979
24.2700,8.0070,8.1940,517.6000,0.1004,3.6910,12.6000,0.1405
24.2100,7.9590,7.8740,518.7000,0.1029,3.6080,12.8700,0.1359
25.8300,8.2660,10.7200,516.8000,0.0990,3.5050,11.7800,0.0745
24.8000,8.0600,8.9600,519.3000,0.0881,4.0190,14.6800,0.0978
24.6200,8.2360,9.7510,519.9000,0.0881,4.0190,12.0500,0.0978
24.2400,7.9750,7.8000,523.2000,0.0959,3.9590,12.2000,0.1137
24.3400,7.9280,7.5690,524.4000,0.0050,3.9430,12.2300,0.1212
24.9400,7.9560,8.2050,522.0000,0.1045,3.8370,13.7000,0.1219
25.1500,8.0250,8.6250,523.8000,0.1034,4.0020,14.9400,0.1298
24.7700,7.8900,7.2940,526.6000,0.0982,3.9480,15.5800,0.1415
24.5100,7.9150,7.2490,527.8000,0.0982,3.9480,13.0000,0.1415
