12.2500,8.7650,13.5200,552.4000,0.0451,4.1530,4.8000,0.0311
13.2800,8.8660,14.3530,551.6000,0.0418,4.0670,4.2900,0.0295
12.3100,8.8310,14.0030,551.7000,0.0524,4.1260,11.2500,0.0286
11.7200,8.7240,13.1820,556.5000,0.0562,4.0650,16.0100,0.0356
11.4600,8.7020,12.9990,558.2000,0.0565,4.1090,16.0400,0.0327
11.8100,8.7380,13.3550,557.3000,0.0461,3.9250,5.5200,0.0273
13.4700,8.8220,14.2680,556.1000,0.0556,4.0230,10.5300,0.0581
14.0800,8.9530,14.9590,553.7000,0.0437,3.9590,5.6700,0.0260
13.3900,8.8740,14.1340,554.5000,0.0525,3.8350,13.6300,0.0329
12.6900,8.8220,13.9430,556.4000,0.0553,3.9940,16.9100,0.0302
12.4900,8.7480,13.3830,558.9000,0.0550,3.8670,15.1300,0.0350
12.8300,8.7930,13.4970,557.0000,0.0503,3.7560,11.0000,0.0301
14.5900,8.8280,14.1800,542.1000,0.0489,3.8060,10.4600,0.0365
15.3600,9.0260,15.7770,553.2000,0.0536,3.8050,7.1100,0.0264
14.6900,8.9530,15.0840,544.9000,0.0546,3.7410,13.4400,0.0376
14.1300,8.8840,14.2450,547.8000,0.0554,3.6400,15.8200,0.0435
13.7900,8.8710,14.2190,546.5000,0.0546,3.7540,15.2100,0.0375
13.9800,8.9370,15.0070,544.8000,0.0536,3.6110,8.6400,0.0291
15.4300,9.0280,16.0310,545.4000,0.0614,3.7710,12.8900,0.0324
16.4000,9.0390,15.4840,539.4000,0.0621,3.6030,14.2600,0.0442
14.7300,9.0210,14.9830,527.7000,0.0659,3.4960,19.2500,0.0400
13.6000,8.8460,13.1190,530.3000,0.0659,3.4960,18.7300,0.0400
12.7400,8.8500,13.0900,536.5000,0.0594,3.4340,16.3900,0.0348
12.7400,8.8330,13.0010,537.1000,0.0516,3.3690,11.5400,0.0251
14.5300,8.9120,14.0260,534.4000,0.0542,3.2860,11.7700,0.0350
14.7000,8.9860,14.8090,527.3000,0.0582,3.1330,13.7000,0.0375
14.0600,8.9180,13.8770,526.6000,0.0584,3.1880,17.4300,0.0439
13.5100,8.7780,12.6830,526.6000,0.0628,3.1760,19.8100,0.0598
12.8400,8.7670,12.3350,522.8000,0.0598,3.1380,17.5300,0.0526
12.7300,8.8300,12.8700,518.9000,0.0586,3.0630,13.4900,0.0398
14.2300,8.8270,13.6740,534.5000,0.0606,3.0010,14.6000,0.0513
14.5500,8.9690,14.8340,528.6000,0.0586,2.9800,14.6400,0.0484
13.8500,8.9480,14.1500,531.1000,0.0583,2.9770,14.8100,0.0483
13.2600,8.8800,13.3680,530.0000,0.0588,2.9400,17.0600,0.0498
12.8200,8.7900,12.5200,530.3000,0.0575,2.8660,16.0900,0.0520
12.9500,8.8050,12.5630,528.2000,0.0595,2.8290,13.6600,0.0454
15.3300,8.8190,13.2480,523.9000,0.0549,2.7780,13.2000,0.0577
16.4600,8.8140,14.0210,506.3000,0.0510,2.7090,12.3000,0.0605
15.1900,8.8550,13.2420,516.7000,0.0557,2.6330,13.9500,0.0722
14.1800,8.8770,13.0090,518.2000,0.0588,2.6410,16.1500,0.0521
13.5900,8.8200,12.3480,519.1000,0.0579,2.7070,15.0100,0.0452
13.4100,8.7780,12.0380,519.3000,0.0574,2.6170,14.4200,0.0458
14.5400,8.8950,13.4220,515.9000,0.0567,2.5480,14.0200,0.0464
16.1200,8.7980,13.5330,506.7000,0.0649,2.4790,18.5900,0.0688
14.8400,8.8950,13.0310,511.9000,0.0605,2.4810,16.5400,0.0510
14.2400,8.8690,12.6270,509.1000,0.0592,2.5250,16.8500,0.0461
13.7700,8.7160,11.4900,510.6000,0.0574,2.5860,16.3900,0.0556
13.6300,8.7250,11.4800,510.7000,0.0555,2.4770,15.4700,0.0477
14.0000,8.8300,12.4990,508.9000,0.0549,2.3930,13.5900,0.0435
14.2400,8.8390,13.0340,505.3000,0.0556,2.4030,15.1800,0.0500
13.8200,8.7840,12.1920,505.3000,0.0527,2.4020,14.9500,0.0507
13.4200,8.6890,11.4860,503.7000,0.0527,2.4020,15.8400,0.0507
13.1500,8.6050,10.9360,505.0000,0.0514,2.3870,15.0600,0.0549
13.1900,8.5930,10.8630,505.4000,0.0535,2.2650,14.1000,0.0509
14.3200,8.7160,11.9520,508.4000,0.0521,2.1930,13.3200,0.0481
